link,nama,keterangan,waktu,text
https://lh3.googleusercontent.com/a/ACg8ocJwBTfDSTsMueyhqrnzXpc81whHhQRZxC-SG1zXJ4J4sVd5sg=w36-h36-p-rp-mo-ba3-br100,Lieke Tikilie,Local Guide · 15 reviews · 3 photos,9 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXWkZl7VCkoIw64lLCFzJtXxFcxrzGe69o_e4uOnGFygJfsFDBD=w36-h36-p-rp-mo-ba2-br100,Andry Fachriza,Local Guide · 4 reviews · 12 photos,9 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjV0PRWfVUhfK8yfpETTeHjs1-cs2svE0aw-WPwLIE_Rg0Duh_yiVg=w36-h36-p-rp-mo-ba4-br100,Nurjali Nurjali,Local Guide · 11 reviews · 141 photos,9 months ago,Bagus
https://lh3.googleusercontent.com/a/ACg8ocJy4d_EnxLFLVAsVBy7Fv8Z5nWhcJQsPnC8UPMzK3hj-zbZ8w=w36-h36-p-rp-mo-br100,Joko Sn,,9 months ago,
https://lh3.googleusercontent.com/a/ACg8ocJoF59vUY7XSNBzFYw7djZQuh5Lm2Us4VNP83lYEbqHSicS1kM=w36-h36-p-rp-mo-ba4-br100,Rayhan F. Ghani,Local Guide · 75 reviews · 20 photos,9 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVUUorrbb3CmCC3m5RWP5jbdzyHmb3esW5ZOBjoaF0qSu3Dlz83=w36-h36-p-rp-mo-br100,_oktarolando_,2 photos,9 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXLh2czYCXtB6TclSFdRoTHWVG9VLBudXD6fDe7zyYS_KFGernfSg=w36-h36-p-rp-mo-ba6-br100,ZAHID MIMBAR,"Local Guide · 315 reviews · 3,592 photos",9 months ago,"Secara keseluruhan sudah oke.
Masukan:
Fasilitas charging smartphone di area ruang tunggu perlu diperbanyak"
https://lh3.googleusercontent.com/a/ACg8ocLZS6_4ELMico7oXAz3Xyq4f39adFVyrXZdmyp0tfAlwF0Ing=w36-h36-p-rp-mo-br100,Ibah Alaziz,5 reviews,9 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKn-onWVQ2kTAeRsNVsXBg8CHVFAOXMcve_UlUhzNiEBsxXmg=w36-h36-p-rp-mo-ba4-br100,fatur achman,Local Guide · 39 reviews · 38 photos,9 months ago,Bandara suasanax nyaman ...
https://lh3.googleusercontent.com/a/ACg8ocJFWzmNeSlj-1geNC2VuNtEnbxHMbvbSAzoB3xYDDxqbOW00A=w36-h36-p-rp-mo-br100,Sari Utami,,9 months ago,
https://lh3.googleusercontent.com/a/ACg8ocIJPydI-xPVGEwpUKGQ7zPojR3ZrWrj8I0z0xdBFW_gbJQlmA=w36-h36-p-rp-mo-br100,wahyudi ngalam (ludik),4 reviews,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVxD1UHM05gst-3y4ClOyQi6zDLiV3J_dVG-OUdNrtokBWCu78--Q=w36-h36-p-rp-mo-br100,Ricka Indria Pratiwi,1 review · 1 photo,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXPPnpMWkYsMV5CRWGEjqLYoJrzlU7QCur3neoPswuPDTUroAhE=w36-h36-p-rp-mo-ba4-br100,Usman Travel Kaltim,Local Guide · 8 reviews · 41 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXVfQbDPrkcCqAgGeD2BuHOTD3yJfJcRNMvXpBEQ-O2Txm_fxgs=w36-h36-p-rp-mo-br100,Adi Permana (Pacol),23 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKsFOTdTwqgS53z52fVEiXNJkOCIjMpSxnKH58KhWRHtIgjnQ=w36-h36-p-rp-mo-br100,bapa waijum,1 photo,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjU65blWH8lm0b4O0TXDKGkNa53IvitIoB23kaV1_MWNHjyi_TZG=w36-h36-p-rp-mo-ba3-br100,Dwijati Aji,Local Guide · 48 reviews · 48 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVA1MvXPRG-fXb2Ic_p8BwSR7BW-FIRCbIFunD9QFySn0tfEDrF=w36-h36-p-rp-mo-ba3-br100,Danu Sumarsono,Local Guide · 72 reviews,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUVgKXD7EJcWwjYL1BpwksCM1WgjzCv9kHwslYD2h5ZSI5RAgo=w36-h36-p-rp-mo-br100,roofi badau,1 review · 2 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXDCjMjr9vMrBLCY6SI2tStcNrdgM9tpm7NyAIyhpYL_TmTHOp9=w36-h36-p-rp-mo-ba3-br100,anak kampung,Local Guide · 14 reviews · 16 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKW63sZVGhgN3o00WgAU7GXsoFsIxjrF3q8JLlsf3N_u4AyRg=w36-h36-p-rp-mo-br100,Saya Selamat,,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKQISzCiFpGqndPIDP-YNT8Hy-SLBdmuq1PEac4uuChW97jO5g=w36-h36-p-rp-mo-ba4-br100,ta ri,Local Guide · 103 reviews · 82 photos,10 months ago,Pelayanan yang memuaskan
https://lh3.googleusercontent.com/a-/ALV-UjXKZDZQJd_P2wSrHVe74sHS4MuRbjPID5DQE-f5eqhSNgGrgJsS=w36-h36-p-rp-mo-br100,Nasyirotur R,30 reviews · 1 photo,10 months ago,"Bangga punya bandara internasional seperti itu,bersih,nyaman dan aman,tempat parkir yang refresentatif."
https://lh3.googleusercontent.com/a/ACg8ocJjpxIdMCcx2juTmBINzuPi06okhs76TLQwg4In_Teoe0Fvcg=w36-h36-p-rp-mo-ba3-br100,kuy activities,Local Guide · 2 reviews,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUJetxZrHFfmWBrRsduvRzP1Vist0vmpZZJ0sb4CVfDBKeVhg5w=w36-h36-p-rp-mo-ba5-br100,wong ndeso,Local Guide · 212 reviews · 160 photos,10 months ago,Bersih..rapi..
https://lh3.googleusercontent.com/a-/ALV-UjUYoN0K3x2dyVvz-BhEClycdxXbUv97NS3hvu8X0qJTcU_p5Jn4=w36-h36-p-rp-mo-ba4-br100,Suryadi 1892,Local Guide · 30 reviews · 189 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocIysty_87d7ZzHpuo0oQhXFmrovHZbcmWFDgad3Ko8oU3bj-Isv=w36-h36-p-rp-mo-br100,JeY Xpati,15 reviews · 8 photos,10 months ago,Bandara terbaik d Indonesia.
https://lh3.googleusercontent.com/a-/ALV-UjVj47-W3V-RJ6z2fGsHenvQB5ZIZJW3-0pHEakbyKdlxTB5HAsNoA=w36-h36-p-rp-mo-ba6-br100,Fendy Permadi,"Local Guide · 551 reviews · 1,782 photos",10 months ago,"Kini setelah PPKM turun level bandaranya jadi sangat ramai dan roda perekonomian kembali berputar. Mudah mudahan bisa kembali seperti dahulu, sehari bisa ada penerbangan sampai 5 kali ke jakarta (garuda).

AC gate 3 panas.. asli cuma angin yg keluar dari ACnya, tombol ACnya rusak semua"
https://lh3.googleusercontent.com/a/ACg8ocIqNeCSZfOAPTK_IUHW_ambJKvxdSWaER2k7y4RKtON5yq9ZA=w36-h36-p-rp-mo-ba3-br100,Nesia Yaumi,Local Guide · 17 reviews · 4 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXOKKwsTdG9Ukn6IARLArRxNMbOJM0RFmS2cEoNgP1pOPT0vljx=w36-h36-p-rp-mo-ba3-br100,TsR Bird Farm,Local Guide · 21 reviews · 23 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocITbo_jHhwE2P2XL8oU9LwfbWGaE5NnHZK2XIyguWyWyyrwTQ=w36-h36-p-rp-mo-ba2-br100,Indra Gunawan,Local Guide · 6 reviews · 23 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWt7WkmA5RwLSSskBOCruGpS26eLNO58yGSOVJVc2mJfF6KKZJi=w36-h36-p-rp-mo-ba6-br100,Greenland,"Local Guide · 282 reviews · 2,319 photos",10 months ago,"Fasilitas cukup lengkap seperti Bandara Internasional lainnya. Hanya saja menurut saya untuk sekelas Bandara Internasional yang mungkin akan menjadi salah satu akses ke IKN kurang megah, minimal seperti Bandara Internasional Soekarno Hatta.
Menurut saya perlu dilakukan beberapa pengembangan dan perbaikan, tapi saya yakin ini juga sudab menjadi rencana pemerintah kedepannya"
https://lh3.googleusercontent.com/a-/ALV-UjVoG7lR5kNwHo4JJtxbWW-dAUI1hG3-tMGCODyl-xhIW04BSEtI=w36-h36-p-rp-mo-br100,David Castello,3 reviews · 17 photos,10 months ago,Airport Spinggan
https://lh3.googleusercontent.com/a-/ALV-UjXz7fAOHTqSFHQatIqX7We0jF6ZNgdWGf9JY6Kc6psFN0HvgL5Y=w36-h36-p-rp-mo-ba4-br100,Indra Pratama,Local Guide · 4 reviews · 4 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXjVyR1OflGP7PWINHGRLuu3CjxE9hTEKZLK_bK98ZbCKry2MLQhQ=w36-h36-p-rp-mo-ba3-br100,Trinetra Balikpapan,Local Guide · 2 reviews · 63 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocLeVdIbD2TkyPryEksjsr8kB8SwomrKIaAqeVSd4yKse_D0wA=w36-h36-p-rp-mo-ba3-br100,Wahyu Indra,Local Guide · 16 reviews · 4 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWHwuFV_xJKd9aVHkoUxqEzh5_IJgjSzjd_WEV7s8kggzzoELw=w36-h36-p-rp-mo-br100,Adi Irawan,2 reviews · 1 photo,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjX7A5zkMT-JFVHBCRmnxooIbBb-aGGEnNllhZdkTlku_cr2cePP=w36-h36-p-rp-mo-ba6-br100,Raden Joni Indra,Local Guide · 321 reviews · 947 photos,10 months ago,"This airports so awesome for a trip in the East Kalimantan.
So close to New Capital National."
https://lh3.googleusercontent.com/a-/ALV-UjVTapPWAXylW9nlSe4g6GWQPQTzR06OE-YzGkLrUQ6E82r0YQNG=w36-h36-p-rp-mo-ba4-br100,Hendra_ ZG,Local Guide · 34 reviews · 121 photos,10 months ago,Petugas kebersihan nya berisik dan berteriak-teriak saat bekerja. Menggangu kenyamanan pengguna toilet saja
https://lh3.googleusercontent.com/a-/ALV-UjUTZ8NAtidXyrYZe6Q2651frvqeMCbrsKl-YYWBtB9xUGzIGxk=w36-h36-p-rp-mo-ba4-br100,Masril Rizal,Local Guide · 137 reviews · 139 photos,10 months ago,"Bandara International Makasar, sudha 12 gate sekarang"
https://lh3.googleusercontent.com/a-/ALV-UjXtAJH5bvMqwxZuCe_HdMbhVoq5_Q4GurzlfhF8iti28nMVom_9Lg=w36-h36-p-rp-mo-ba4-br100,Stanley Limansyaputra,Local Guide · 74 reviews · 332 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXxBHqykdup6a8wyiWaDvv1XpHZvveyMK4kexc3U0nroz8fu5IW=w36-h36-p-rp-mo-ba2-br100,Mardi Ardi,Local Guide · 14 reviews · 8 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocJtGxYDoAS8ZvgeYffW84dhX_RDcBhock5Q3VpG44d47v0VFw=w36-h36-p-rp-mo-br100,Desi Pakiding,2 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXJOqKQKIpxnwd5JhQqScz21-Kt53H2MeAN1It9ef36q9KeKno=w36-h36-p-rp-mo-ba3-br100,Mohammad Iqbal,Local Guide · 16 reviews · 7 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjW6pfblw--83S2IjRQdfWLBTWfv60ynKzhd4ST_wkafuD9p6Yr4=w36-h36-p-rp-mo-br100,N0PANsky ._.,1 photo,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocJDUAs3aF8-WMO2EToNqYGm7OfkqD6rF2vqR7onJk8CGpOYKQ=w36-h36-p-rp-mo-br100,rachmawan kusumo,14 reviews · 50 photos,10 months ago,"Beberapa titik WC airnya kadang sedikit.
Kebetulan tadi lift nya under maintenance.
Jadi naik elevator, tapi tujuan turun elevator nya mati.
Mungkin dibeberapa titik sudah saatnya di baiki lagi ya...
Fasilitas main anak ada, sip."
https://lh3.googleusercontent.com/a-/ALV-UjXFzvdJLOZNGprbJ-hVwWA81ntGzVdsUSa7Y3_aNdkjLnNoDElf=w36-h36-p-rp-mo-br100,Annisa Afifah,5 reviews · 3 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocL_vSM8i1DFeo5XLU16wnzgcOaZoNd1TmjU8sSZ7eJDuRJgyObG=w36-h36-p-rp-mo-ba5-br100,Nurmansyah,Local Guide · 258 reviews · 673 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWxmz4sW9iV5S7PW3JEfE1MvEAHDZ0QNVFRene_FC2tEMaWeMc=w36-h36-p-rp-mo-br100,Adiguna Darma soedja,2 reviews,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUi75OUE9oQAu8Rc8_PivLCUHaWQaYQF7laTt6cZdk_gbq4gBX5=w36-h36-p-rp-mo-ba5-br100,Basuki Abdullah,Local Guide · 105 reviews · 201 photos,10 months ago,Nice
https://lh3.googleusercontent.com/a/ACg8ocLzjMJw6pVxvMkWsOHhh6lowE1okTGuE0dETno8dUvXNNEpwQ=w36-h36-p-rp-mo-ba3-br100,Feri Ardian,Local Guide · 45 reviews · 20 photos,10 months ago,Keren bandara nya besar uii
https://lh3.googleusercontent.com/a-/ALV-UjUpAXyVY4H5Occe8Tgz9OIbA-Jb-mqMvAot5Uf1VTYIq9Zol6M=w36-h36-p-rp-mo-ba3-br100,Garin Adiputra Gozali Go,Local Guide · 47 reviews · 19 photos,10 months ago,"Airport calon IKN
Tapi acnya sulit udah brapa taun brgkt panas trus ACnya
Gk nyaman 😅😅 …"
https://lh3.googleusercontent.com/a-/ALV-UjXJqoV3cYDv9vHxvFTU8G-aKrcR93jt2xfRRg5WOSdYjUF84LaH=w36-h36-p-rp-mo-br100,misael pasaribu,1 review · 1 photo,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocLNreGdfAA8BEIIIFKLz1T4HteOlqau2Hu5BIOTofPU9cZP1Q=w36-h36-p-rp-mo-ba2-br100,yudhi tritama,Local Guide · 25 reviews · 7 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKhakFwtWZdBgvtv-DSeBusx9GoNq4DR9H9ldIvu2ipE3kvthE=w36-h36-p-rp-mo-br100,Fikri Irfan,2 reviews · 5 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKrC1-gSQ2SjDpFh8s4ePzhDxOq5kELEwQ3n3KUQc5oxdtTgg=w36-h36-p-rp-mo-br100,Azzam Mujahid,,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUrWHgZZ-axntGXbC0ThGgRJeVoE7X4-PxiyWUwF4p9N8fHcB5c=w36-h36-p-rp-mo-ba6-br100,jusfar rivai,"Local Guide · 736 reviews · 1,063 photos",10 months ago,"The biggest International airport in Kalimantan Island. The last restoration in 2012-2013 make this seaside airport is bigger, more beautiful, more organized, more complete with new facilities and so on...., and now with Go Green concept..!!. I love this airport. From this airport we can find easily any other transportation to Samarinda, the capital city of Kalimantan Timur (East Kalimantan)."
https://lh3.googleusercontent.com/a-/ALV-UjUy6hzwr01MozUAE3nExyhe4XvvzAl4iU--ONFPYk4UgImN_s68=w36-h36-p-rp-mo-ba4-br100,Alamsyah D Citizen,Local Guide · 65 reviews · 357 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjW_DFBlrIajRLZ5VCPZrfvDOvUgwmwQ4r2pDHJ7t0sIQXYWm9HB=w36-h36-p-rp-mo-ba4-br100,Mario Wirya,Local Guide · 72 reviews · 15 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUo0u_UOmejKlATQhp8vJFzI6YftyC5kQrK0wgbrwR3WcsghAU1=w36-h36-p-rp-mo-ba3-br100,Andon Setyo Wibowo,Local Guide · 18 reviews · 59 photos,10 months ago,"Bandara modern, security baik, tematik Kalimantan Timur, fasilitas baik."
https://lh3.googleusercontent.com/a-/ALV-UjXar6QqTPEBcP2oLJoc4ShjzNVwNvSX2M-67tDs8MBxNbrHPNs5=w36-h36-p-rp-mo-br100,Keane Cavell,2 reviews,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocIHU4_NOW4nrlbec2cSJFOns4lkiHATgTMy2PWfSjTMptxHOw=w36-h36-p-rp-mo-br100,Alfian Argo,2 reviews,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWl7aT6la48eVB9b9_OxQ7tWI-iNIfAAmR6IdO7MCg_P4rEGEi4=w36-h36-p-rp-mo-ba5-br100,Epul Elvian,Local Guide · 242 reviews · 128 photos,10 months ago,"Bandara nya luas, bersih, transportasi lengkap."
https://lh3.googleusercontent.com/a-/ALV-UjXqLH4P_lyTbkB6WDKwgcylewerSti-gh8lwTRlD9DfmYPB4_e2=w36-h36-p-rp-mo-ba4-br100,Hiko Setianto,Local Guide · 46 reviews · 156 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjV2sqyYLZH55B6FcT_SRNtz5N9jOduic7yQaRA1A2760ba2RZQe=w36-h36-p-rp-mo-br100,Yulia Nugroho,5 reviews · 13 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjX41gPgRj0VuSFGtroPAUzaidKYaxmpKn8mtN6t-PiWsP6GNyaJ=w36-h36-p-rp-mo-ba4-br100,andy setiyo,Local Guide · 71 reviews · 16 photos,10 months ago,"Performa agak menurun, seperti excalator pada matian.. semoga bisa balik jaya seperti dulu lagi."
https://lh3.googleusercontent.com/a-/ALV-UjVzDtJemvMpxaFsee6BU34TYKQapfiA_uB4dVs7pIoawRbPe9c=w36-h36-p-rp-mo-br100,Angga Jibril,,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVkV6k9f68vGFbuzH8IVYz_WnlfcBHklq_1UsC2SUa6130g9ftoZQ=w36-h36-p-rp-mo-ba5-br100,Iwan Pribadi,"Local Guide · 71 reviews · 1,180 photos",10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXXPh1an38Ya0DiY8ZFJnZ9VvzemzVJ601ifOlQ50j9QveX7BI=w36-h36-p-rp-mo-ba3-br100,mnur kafi,Local Guide · 4 reviews · 56 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXN_hCutMEPi6UePk1TmYHQGmsTgXl1SklI8wsNlOkvI-gK7qZq=w36-h36-p-rp-mo-ba5-br100,Akhmad Farkhanudin,Local Guide · 233 reviews · 512 photos,10 months ago,"luas, tapi lumayan sepi, nungguin bagasi cepet, dan akses keluar mudah (bisa pesen gojek/grab)"
https://lh3.googleusercontent.com/a/ACg8ocIoEtb7K4i5XsejogEwubs6RYS8cKrBaZ56POw8pBFKEm1sLg=w36-h36-p-rp-mo-ba2-br100,erwin indrawan,Local Guide · 16 reviews · 22 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKjGQ8wJWX3tftXwqlMgQADW4N2EvOGLnMyWxCXmQ0WqfWty-E=w36-h36-p-rp-mo-ba3-br100,Widia Anggraeny Suharno,Local Guide · 14 reviews · 24 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjX0tIDg4iZJDXLFPJ7-IKLLBQEIKZ0e9KEleRe3-Jta1qUx1Gcc=w36-h36-p-rp-mo-ba4-br100,Decki Arvinantyo,Local Guide · 114 reviews · 31 photos,10 months ago,kalau parkir / stop ditertipkan mungkin akan lebih baik lagi.
https://lh3.googleusercontent.com/a-/ALV-UjXFu8kaYb6zv20tIXDtqCubHMkydUTLnUPuHPUnxAkMEF7xjlK3=w36-h36-p-rp-mo-br100,Ali Akbar Rafsanjani,4 reviews,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjU6mJVHP4vJrNmMF-cBdvx8WgSP3_W7lSu1qTc5tQzLx_aq-m5w=w36-h36-p-rp-mo-br100,Nurul Mufidha,3 reviews · 1 photo,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWN_0Jat0d9gPEEaoKGT33TjCbp8EdVigI9CBw6I8jXC4Y5UvyB=w36-h36-p-rp-mo-br100,Isyaf Rizal,,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWajVAMYI3wcqVO6LQF5lk7gFaz7l95qMXKzouI_imHocIK08g=w36-h36-p-rp-mo-ba4-br100,Chico Indra,Local Guide · 12 reviews · 203 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWWWMh7l3QuHiL1RPEx9U4FA5WnYmDIxfVPqcnjF4RMaExktljrjg=w36-h36-p-rp-mo-br100,FASYA Kayla,2 reviews,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjW6bBF1zmNBo18hlQdy1cDVqH6zQIE-1Qc73hgEqjk7OVOnRgQK=w36-h36-p-rp-mo-ba4-br100,Antoni Salim,Local Guide · 70 reviews · 157 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWyg7Iup1KpLtRBsSNSUji46kI-yMaS-VlnAbcO9SEhUOXnzXRf=w36-h36-p-rp-mo-ba5-br100,Herfani,Local Guide · 208 reviews · 432 photos,10 months ago,"Bandara di Kalimantan Timur yang bertaraf Internasional. Interior futuristik dengan sentuhan etnik Kalimantan. Tersedia sarana prasarana mulai dari yg gratis seperti stasiun charge hp, area bermain anak, musholla, dll serta kursi pijat, berbagai tenant jualan."
https://lh3.googleusercontent.com/a-/ALV-UjVMALMwSHKlUfODDYnxMeWEqSlyhk9Ay_9WSriSCuV6Sh1QK4yU=w36-h36-p-rp-mo-br100,Brakoday Brakoday,3 reviews,10 months ago,Ok
https://lh3.googleusercontent.com/a-/ALV-UjXplOiU2ahX20-_CA3OpAG8E-FejIwEuyZqhqjaJBMqHHRbk2aH=w36-h36-p-rp-mo-ba4-br100,ARIFIN,Local Guide · 65 reviews · 128 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUmURtdXOdv8BpFWbCRxcLaMeUzveP7Ufpzq1L-RXNuHoe0kcCBxQ=w36-h36-p-rp-mo-br100,Anggraini Diah,1 review · 17 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocIgcvUI7u1FCMfhNuPCYUio2rnRZh59Wro0PHmot5y2IvIT-A=w36-h36-p-rp-mo-br100,Suheri Ks,,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUFoNGWYh7IDOS3SnBUmlIyAzhbRKHLlhumbKY-y1pAXB0dn4TNfQ=w36-h36-p-rp-mo-ba4-br100,"Tri Wira Wigrha Sau Somalinggi, ST",Local Guide · 30 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVXiSvYOKL3yxc9mltmCHmzDnxwlGxJpNsp9d2Wqe3CVqwGgVik=w36-h36-p-rp-mo-ba4-br100,Dasep Gunawan,Local Guide · 38 reviews · 58 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXY-HfWTmyM0FtrvnFAjk_ncIZaiSe_2UwDQJ73kSym4Ewp8JuL=w36-h36-p-rp-mo-br100,wiwin susanty,5 reviews · 2 photos,10 months ago,Terbaik
https://lh3.googleusercontent.com/a-/ALV-UjWRVbGb9zSDId8IkT_cdUoV_QUw4Uic1FWSDKqFvBwbtnYfjA=w36-h36-p-rp-mo-br100,Hendri Silalahi,2 reviews,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWZ2cSzDRtikEHeCOqLw5rh_HSSz4NM-fh2O8foMlB_m1pjdEdL7Q=w36-h36-p-rp-mo-ba3-br100,Ananda Faza Surya Permana,Local Guide · 39 reviews · 63 photos,10 months ago,Saya rindu dengan Bandara Ini bah karena Bandara nya juga termasuk the best airport di dunia menurut pemikiran saya. Tapi sayang saya tidak dapat ke Sini lagi karena di kota saya tepatnya di Berau sudah ada penerbangan langsung ke Jakarta. 😭😢 Jadi kepengen lagi transit di Bandara ini …
https://lh3.googleusercontent.com/a-/ALV-UjUC7JIgvaBohnnKHQFKM-dlTp5dSnqBb2vvtW0h_THirsiJxRI9=w36-h36-p-rp-mo-ba3-br100,Dedi Sugandi,Local Guide · 23 reviews · 15 photos,10 months ago,Good
https://lh3.googleusercontent.com/a-/ALV-UjXs1nbPrcJIeWGUP1cv5JQCCvBBX2BzsakeRolSC-EJLuEo7Nw_vw=w36-h36-p-rp-mo-ba4-br100,kustaman djamani,Local Guide · 76 reviews · 64 photos,10 months ago,Bagus bandara nya
https://lh3.googleusercontent.com/a/ACg8ocIdiUg2xJyu-etvD3Pqof_aFf6jd-YExeZCAnTCxsS5hY1A1A=w36-h36-p-rp-mo-br100,Muhammad Faiq Aqil,1 review · 3 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKg5334PvMI6MpwzJbPO0ghnO2BqBItti3fNl6tDgV5YO0W0g=w36-h36-p-rp-mo-br100,R R,1 photo,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXBxNklUk_molXkgeMn76jjgJ9BemjzKb3SNnz0CfZ54fSReNu_=w36-h36-p-rp-mo-ba4-br100,DIO AFRI PRAYUDHA,Local Guide · 142 reviews · 135 photos,10 months ago,👍👍 …
https://lh3.googleusercontent.com/a-/ALV-UjV_4lXBrHTKzLpZcrgJc8DtO2i0O73Xm7sbkANnSMDIpAPpTa6B=w36-h36-p-rp-mo-br100,Ngubi Cahyono,3 reviews,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUiU8EqlcCjEkjNmQvN7RFAc3CDezHRLQfnob6Xoec4rEfGkZs=w36-h36-p-rp-mo-ba5-br100,Naufal Yadiharbi,Local Guide · 706 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXuXeydZunVXtM-jJmgVj4tTeI6j-9Vadd3UcBT07f9ggkxtyWO=w36-h36-p-rp-mo-ba5-br100,Bangday Transformers,Local Guide · 280 reviews · 185 photos,10 months ago,"Sebagai orang lahir di Balikpapan, saya bangga bandaranya bagus...tapi perawatan dan maintenancenya kudu diperhatikan. Tgl 26 Desember 2023 pas hujan di luar, di plafon ruang tunggu keberangkatan depan Bangi Cafe ada bocor parah banget.

Kadang banyak fasilitas yang ga dipakai padahal orang antri. Beberapa skema SOPnya ga efisien.

Trus untuk maskapai Citilink anehnya zaman sudah digital banking dan digital wallet, pembayaran excess baggage (kelebihan bagasi) masih pakai uang cash. Dari dulu juga begitu. Padahal manajemennya bisa sediakan EDC BNI, BRI, atau Mandiri...minimal QRIS Link Aja. Mindset pimpinan Citilink di bandara ini masih tradisional. Tolong berubah dong dan update mindsetnya, apalagi Balikpapan kan Kota Penunjang IKN."
https://lh3.googleusercontent.com/a-/ALV-UjXcf_twzkJBMifzTnulG11iXENwfE3GBUpRN8Zq35s3vxf3DlRIyQ=w36-h36-p-rp-mo-br100,Kangyon Yon jeruk peras,1 review · 3 photos,10 months ago,
https://lh3.googleusercontent.com/a/ACg8ocI-9mdjIMG3xZMnIGMPWmmY0GmIJqqZFpTqcLiNQ_-IVwYUUA=w36-h36-p-rp-mo-br100,Mohd abby Norsyam,1 review,10 months ago,ckup bersih.. cm AcNya kurang dingin..
https://lh3.googleusercontent.com/a/ACg8ocI66ZXCAsok7jf0OJkpeh9J0kTPly3PcpDyYmZd9v3NTlpc_A=w36-h36-p-rp-mo-br100,mohamad ikhtiar,5 reviews · 11 photos,10 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjX4J1Px94YBDePrigDILcJtuSuBLOCZ5fkn5t8Na-TqTKE4lgSh=w36-h36-p-rp-mo-br100,Meity Mona,1 review,10 months ago,
